time_seconds,frame_30fps,prop_pos_m,prop_vel_m_s,yaw_tt_deg,roll_deg,pitch_deg,yaw_mb_deg,surge_mm,sway_mm,heave_mm,act1_mm,act2_mm,act3_mm,act4_mm,act5_mm,act6_mm
-9,-270,7.228,0.998334,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.99167,-269.75,7.23633,0.999287,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.98333,-269.5,7.24467,0.999357,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.975,-269.25,7.253,1.00033,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.96667,-269,7.26133,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.95833,-268.75,7.26967,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.95,-268.5,7.278,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.94167,-268.25,7.28633,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.93333,-268,7.29467,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.925,-267.75,7.303,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.91667,-267.5,7.31133,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.90833,-267.25,7.31967,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.9,-267,7.328,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.89167,-266.75,7.33633,1.00003,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.88333,-266.5,7.34467,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.875,-266.25,7.353,1.00003,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.86667,-266,7.36133,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.85833,-265.75,7.36967,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.85,-265.5,7.378,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.84167,-265.25,7.38633,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.83333,-265,7.39467,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.825,-264.75,7.403,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.81667,-264.5,7.41133,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.80833,-264.25,7.41967,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.8,-264,7.428,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.79167,-263.75,7.43633,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.78333,-263.5,7.44467,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.775,-263.25,7.453,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.76667,-263,7.46133,1.00003,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.75833,-262.75,7.46967,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.75,-262.5,7.478,1.00003,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.74167,-262.25,7.48633,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.73333,-262,7.49467,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.725,-261.75,7.503,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.71667,-261.5,7.51133,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.70833,-261.25,7.51967,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.7,-261,7.528,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.69167,-260.75,7.53633,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.68333,-260.5,7.54467,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.675,-260.25,7.553,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.66667,-260,7.56133,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.65833,-259.75,7.56967,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.65,-259.5,7.578,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.64167,-259.25,7.58633,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.63333,-259,7.59467,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.625,-258.75,7.603,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.61667,-258.5,7.61133,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.60833,-258.25,7.61967,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.6,-258,7.628,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.59167,-257.75,7.63633,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.58333,-257.5,7.64467,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.575,-257.25,7.653,1.00003,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.56667,-257,7.66133,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.55833,-256.75,7.66967,1.00003,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.55,-256.5,7.678,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.54167,-256.25,7.68633,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.53333,-256,7.69467,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.525,-255.75,7.703,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.51667,-255.5,7.71133,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.50833,-255.25,7.71967,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.5,-255,7.728,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.49167,-254.75,7.73633,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.48333,-254.5,7.74467,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.475,-254.25,7.753,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.46667,-254,7.76133,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.45833,-253.75,7.76967,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.45,-253.5,7.778,1.00003,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.44167,-253.25,7.78633,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.43333,-253,7.79467,1.00003,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.425,-252.75,7.803,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.41667,-252.5,7.81133,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.40833,-252.25,7.81967,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.4,-252,7.828,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.39167,-251.75,7.83633,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.38333,-251.5,7.84467,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.375,-251.25,7.853,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.36667,-251,7.86133,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.35833,-250.75,7.86967,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.35,-250.5,7.878,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.34167,-250.25,7.88633,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.33333,-250,7.89467,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.325,-249.75,7.903,1.00003,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.31667,-249.5,7.91133,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.30833,-249.25,7.91967,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.3,-249,7.928,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.29167,-248.75,7.93633,0.999962,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.28333,-248.5,7.94467,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.275,-248.25,7.953,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.26667,-248,7.96133,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.25833,-247.75,7.96967,1.00003,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.25,-247.5,7.978,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.24167,-247.25,7.98633,1.00003,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.23333,-247,7.99467,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.225,-246.75,8.003,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.21667,-246.5,8.01133,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.20833,-246.25,8.01967,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.2,-246,8.028,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.19167,-245.75,8.03633,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.18333,-245.5,8.04467,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.175,-245.25,8.053,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.16667,-245,8.06133,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.15833,-244.75,8.06967,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.15,-244.5,8.078,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.14167,-244.25,8.08633,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.13333,-244,8.09467,1.00003,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.125,-243.75,8.103,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.11667,-243.5,8.11133,1.00003,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.10833,-243.25,8.11967,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.1,-243,8.128,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.09167,-242.75,8.13633,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.08333,-242.5,8.14467,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.075,-242.25,8.153,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.06667,-242,8.16133,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.05833,-241.75,8.16967,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.05,-241.5,8.178,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.04167,-241.25,8.18633,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.03333,-241,8.19467,0.999985,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.025,-240.75,8.203,1.00003,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.01667,-240.5,8.21133,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8.00833,-240.25,8.21967,1.00003,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-8,-240,8.228,1.00001,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.99167,-239.75,8.23735,1.03049,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.98333,-239.5,8.24674,1.06212,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.975,-239.25,8.25616,1.09482,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.96667,-239,8.26562,1.12858,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.95833,-238.75,8.27511,1.13288,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.95,-238.5,8.28464,1.13719,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.94167,-238.25,8.29421,1.14146,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.93333,-238,8.30381,1.14577,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.925,-237.75,8.31345,1.15005,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.91667,-237.5,8.32312,1.15432,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.90833,-237.25,8.33283,1.15863,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.9,-237,8.34258,1.16291,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.89167,-236.75,8.35236,1.16721,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.88333,-236.5,8.36217,1.17151,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.875,-236.25,8.37202,1.17576,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.86667,-236,8.38191,1.18004,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.85833,-235.75,8.39183,1.18432,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.85,-235.5,8.40179,1.1886,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.84167,-235.25,8.41179,1.19288,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.83333,-235,8.42182,1.19718,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.825,-234.75,8.43188,1.20146,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.81667,-234.5,8.44198,1.20574,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.80833,-234.25,8.45212,1.21004,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.8,-234,8.46229,1.21427,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.79167,-233.75,8.4725,1.21858,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.78333,-233.5,8.48275,1.22285,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.775,-233.25,8.49302,1.22709,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.76667,-233,8.50334,1.23139,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.75833,-232.75,8.51369,1.23567,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.75,-232.5,8.52408,1.23992,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.74167,-232.25,8.5345,1.24423,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.73333,-232,8.54496,1.2485,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.725,-231.75,8.55545,1.25274,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.71667,-231.5,8.56598,1.25699,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.70833,-231.25,8.57654,1.26125,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.7,-231,8.58714,1.26553,90,0,0,0,0,0,0,2470,2470,2470,2470,2470,2470
-7.69167,-230.75,8.59777,1.26981,90,0,0,0,0,-0.00620117,0.209871,2470.13,2470.13,2470.14,2470.13,2470.14,2470.14
-7.68333,-230.5,8.60845,1.27408,90,0,0,0,0,-0.0310058,0.841615,2470.52,2470.54,2470.56,2470.52,2470.55,2470.56
-7.675,-230.25,8.61915,1.27834,90,0,0,0,0,-0.074414,1.89795,2471.17,2471.21,2471.26,2471.18,2471.23,2471.27
-7.66667,-230,8.62989,1.28257,90,0,0,0,0,-0.130225,3.38099,2472.08,2472.15,2472.24,2472.1,2472.2,2472.27
-7.65833,-229.75,8.64067,1.28685,90,0,0,0,0,-0.204639,5.29347,2473.25,2473.36,2473.51,2473.29,2473.45,2473.55
-7.65,-229.5,8.65148,1.29111,90,0,0,0,0,-0.297656,7.63713,2474.69,2474.85,2475.07,2474.75,2474.98,2475.13
-7.64167,-229.25,8.66233,1.29539,90,0,0,0,0,-0.409277,10.4141,2476.4,2476.62,2476.92,2476.49,2476.79,2477
-7.63333,-229,8.67321,1.29966,90,0,0,0,0,-0.533301,13.6259,2478.38,2478.66,2479.06,2478.49,2478.89,2479.17
-7.625,-228.75,8.68413,1.30387,90,0,0,0,0,-0.675927,17.2739,2480.63,2480.99,2481.49,2480.77,2481.27,2481.63
-7.61667,-228.5,8.69509,1.30813,90,0,0,0,0,-0.837158,21.3591,2483.16,2483.6,2484.22,2483.33,2483.95,2484.39
-7.60833,-228.25,8.70608,1.31238,90,0,0,0,0,-1.01699,25.8823,2485.96,2486.49,2487.24,2486.17,2486.92,2487.45
-7.6,-228,8.7171,1.31659,90,0,0,0,0,-1.20923,30.8438,2489.04,2489.67,2490.56,2489.29,2490.18,2490.82
-7.59167,-227.75,8.72816,1.3209,90,0,0,0,0,-1.42627,36.2439,2492.39,2493.14,2494.19,2492.69,2493.74,2494.49
-7.58333,-227.5,8.73926,1.32513,90,0,0,0,0,-1.65571,42.0821,2496.03,2496.9,2498.11,2496.37,2497.59,2498.46
-7.575,-227.25,8.75039,1.32938,90,0,0,0,0,-1.90376,48.3577,2499.94,2500.94,2502.34,2500.34,2501.74,2502.74
-7.56667,-227,8.76156,1.33364,90,0,0,0,0,-2.17041,55.0697,2504.14,2505.28,2506.87,2504.6,2506.19,2507.32
-7.55833,-226.75,8.77276,1.33787,90,0,0,0,0,-2.45566,62.2163,2508.63,2509.91,2511.7,2509.14,2510.93,2512.22
-7.55,-226.5,8.78399,1.3421,90,0,0,0,0,-2.75952,69.7955,2513.39,2514.83,2516.85,2513.97,2515.98,2517.42
-7.54167,-226.25,8.79527,1.34634,90,0,0,0,0,-3.08198,77.8049,2518.44,2520.05,2522.29,2519.08,2521.33,2522.93
-7.53333,-226,8.80657,1.35059,90,0,0,0,0,-3.41684,86.2412,2523.78,2525.56,2528.04,2524.49,2526.98,2528.75
-7.525,-225.75,8.81792,1.35482,90,0,0,0,0,-3.77651,95.1009,2529.41,2531.36,2534.1,2530.19,2532.93,2534.88
-7.51667,-225.5,8.8293,1.35908,90,0,0,0,0,-4.15478,104.38,2535.31,2537.46,2540.46,2536.17,2539.18,2541.32
-7.50833,-225.25,8.84071,1.36331,90,0,0,0,0,-4.54546,114.073,2541.51,2543.85,2547.13,2542.44,2545.72,2548.06
-7.5,-225,8.85216,1.36754,90,0,0,0,0,-4.96093,124.175,2547.98,2550.53,2554.1,2549,2552.57,2555.12
-7.49167,-224.75,8.86364,1.37178,90,0,0,0,0,-5.39502,134.681,2554.73,2557.5,2561.37,2555.84,2559.71,2562.48
-7.48333,-224.5,8.87516,1.37601,90,0,0,0,0,-5.8477,145.582,2561.77,2564.76,2568.94,2562.96,2567.15,2570.14
-7.475,-224.25,8.88672,1.38024,90,0,0,0,0,-6.31899,156.872,2569.08,2572.31,2576.81,2570.37,2574.88,2578.1
-7.46667,-224,8.89831,1.38447,90,0,0,0,0,-6.80888,168.543,2576.67,2580.13,2584.97,2578.05,2582.9,2586.35
-7.45833,-223.75,8.90993,1.38868,90,0,0,0,0,-7.31738,180.586,2584.53,2588.24,2593.43,2586.01,2591.2,2594.9
-7.45,-223.5,8.92159,1.39291,90,0,0,0,0,-7.84448,192.991,2592.65,2596.62,2602.16,2594.24,2599.79,2603.74
-7.44167,-223.25,8.93329,1.39715,90,0,0,0,0,-8.39018,205.749,2601.04,2605.27,2611.18,2602.73,2608.65,2612.86
-7.43333,-223,8.94502,1.40136,90,0,0,0,0,-8.95449,218.847,2609.69,2614.19,2620.47,2611.49,2617.78,2622.27
-7.425,-222.75,8.95679,1.40559,90,0,0,0,0,-9.5436,232.274,2618.59,2623.37,2630.04,2620.5,2627.18,2631.94
-7.41667,-222.5,8.96859,1.4098,90,0,0,0,0,-10.1451,246.019,2627.74,2632.8,2639.87,2629.76,2636.84,2641.88
-7.40833,-222.25,8.98042,1.41401,90,0,0,0,0,-10.7714,260.066,2637.12,2642.47,2649.95,2639.26,2646.75,2652.08
-7.4,-222,8.9923,1.41824,90,0,0,0,0,-11.4164,274.403,2646.73,2652.39,2660.28,2649,2656.9,2662.53
-7.39167,-221.75,9.0042,1.42245,90,0,0,0,0,-12.0799,289.015,2656.57,2662.53,2670.86,2658.96,2667.29,2673.23
-7.38333,-221.5,9.01614,1.42668,90,0,0,0,0,-12.762,303.885,2666.63,2672.9,2681.66,2669.14,2677.91,2684.15
-7.375,-221.25,9.02812,1.43089,90,0,0,0,0,-13.4689,318.998,2676.88,2683.48,2692.68,2679.52,2688.74,2695.3
-7.36667,-221,9.04013,1.43507,90,0,0,0,0,-14.1883,334.336,2687.33,2694.25,2703.91,2690.1,2699.78,2706.66
-7.35833,-220.75,9.05218,1.43931,90,0,0,0,0,-14.9324,349.883,2697.97,2705.22,2715.34,2700.87,2711.01,2718.23
-7.35,-220.5,9.06426,1.44352,90,0,0,0,0,-15.6952,365.619,2708.77,2716.37,2726.96,2711.81,2722.42,2729.98
-7.34167,-220.25,9.07638,1.4477,90,0,0,0,0,-16.4765,381.527,2719.74,2727.68,2738.75,2722.91,2734.01,2741.9
-7.33333,-220,9.08853,1.45196,90,0,0,0,0,-17.2827,397.585,2730.84,2739.14,2750.7,2734.16,2745.75,2754
-7.325,-219.75,9.10072,1.45612,90,0,0,0,0,-18.1012,413.775,2742.09,2750.74,2762.8,2745.55,2757.64,2766.24
-7.31667,-219.5,9.11294,1.46031,90,0,0,0,0,-18.9446,430.076,2753.44,2762.46,2775.03,2757.05,2769.65,2778.61
-7.30833,-219.25,9.12519,1.46451,90,0,0,0,0,-19.8065,446.467,2764.91,2774.29,2787.38,2768.66,2781.78,2791.1
-7.3,-219,9.13749,1.4687,90,0,0,0,0,-20.6933,462.927,2776.45,2786.22,2799.83,2780.36,2794,2803.7
-7.29167,-218.75,9.14981,1.47291,90,0,0,0,0,-21.5987,479.435,2788.07,2798.22,2812.37,2792.13,2806.31,2816.39
-7.28333,-218.5,9.16217,1.4771,90,0,0,0,0,-22.5164,495.968,2799.75,2810.29,2824.97,2803.97,2818.68,2829.15
-7.275,-218.25,9.17457,1.4813,90,0,0,0,0,-23.4652,512.504,2811.46,2822.39,2837.63,2815.84,2831.11,2841.96
-7.26667,-218,9.187,1.48547,90,0,0,0,0,-24.4264,529.022,2823.2,2834.53,2850.32,2827.74,2843.56,2854.81
-7.25833,-217.75,9.19947,1.48965,90,0,0,0,0,-25.4124,545.499,2834.94,2846.68,2863.03,2839.64,2856.03,2867.69
-7.25,-217.5,9.21197,1.49386,90,0,0,0,0,-26.417,561.913,2846.66,2858.82,2875.75,2851.53,2868.5,2880.56
-7.24167,-217.25,9.22451,1.49802,90,0,0,0,0,-27.4402,578.242,2858.36,2870.93,2888.44,2863.4,2880.95,2893.42
-7.23333,-217,9.23708,1.50221,90,0,0,0,0,-28.4882,594.464,2870.01,2883.01,2901.1,2875.21,2893.36,2906.25
-7.225,-216.75,9.24968,1.5064,90,0,0,0,0,-29.5548,610.557,2881.59,2895.02,2913.71,2886.97,2905.71,2919.03
-7.21667,-216.5,9.26232,1.51056,90,0,0,0,0,-30.64,626.5,2893.09,2906.95,2926.25,2898.64,2918,2931.74
-7.20833,-216.25,9.275,1.51474,90,0,0,0,0,-31.7438,642.272,2904.48,2918.79,2938.71,2910.21,2930.19,2944.37
-7.2,-216,9.28771,1.51893,90,0,0,0,0,-32.8724,657.852,2915.76,2930.52,2951.06,2921.67,2942.27,2956.9
-7.19167,-215.75,9.30045,1.52307,90,0,0,0,0,-34.0196,673.219,2926.9,2942.11,2963.28,2932.99,2954.23,2969.3
-7.18333,-215.5,9.31323,1.52725,90,0,0,0,0,-35.1854,688.354,2937.88,2953.56,2975.37,2944.16,2966.04,2981.57
-7.175,-215.25,9.32604,1.53142,90,0,0,0,0,-36.3761,703.238,2948.7,2964.84,2987.3,2955.17,2977.7,2993.69
-7.16667,-215,9.33889,1.53556,90,0,0,0,0,-37.5853,717.852,2959.33,2975.95,2999.06,2965.98,2989.18,3005.63
-7.15833,-214.75,9.35178,1.53979,90,0,0,0,0,-38.8131,732.178,2969.75,2986.86,3010.64,2976.6,3000.47,3017.4
-7.15,-214.5,9.36469,1.5439,90,0,0,0,0,-40.0595,746.199,2979.96,2997.55,3022.01,2987.01,3011.55,3028.96
-7.14167,-214.25,9.37765,1.54807,90,0,0,0,0,-41.3308,759.898,2989.93,3008.02,3033.16,2997.18,3022.41,3040.31
-7.13333,-214,9.39063,1.55225,90,0,0,0,0,-42.6206,773.259,2999.66,3018.25,3044.09,3007.11,3033.04,3051.42
-7.125,-213.75,9.40366,1.55637,90,0,0,0,0,-43.9291,786.267,3009.12,3028.22,3054.76,3016.78,3043.42,3062.3
-7.11667,-213.5,9.41671,1.56053,90,0,0,0,0,-45.2623,798.908,3018.31,3037.93,3065.18,3026.17,3053.53,3072.92
-7.10833,-213.25,9.4298,1.56467,90,0,0,0,0,-46.608,811.168,3027.22,3047.36,3075.33,3035.29,3063.37,3083.27
-7.1,-213,9.44293,1.56881,90,0,0,0,0,-47.9784,823.036,3035.82,3056.49,3085.2,3044.1,3072.92,3093.35
-7.09167,-212.75,9.45609,1.57297,90,0,0,0,0,-49.3737,834.497,3044.1,3065.32,3094.77,3052.6,3082.18,3103.13
-7.08333,-212.5,9.46928,1.57714,90,0,0,0,0,-50.7814,845.542,3052.07,3073.83,3104.04,3060.79,3091.13,3112.61
-7.075,-212.25,9.48251,1.58125,90,0,0,0,0,-52.2138,856.16,3059.7,3082.02,3112.99,3068.65,3099.75,3121.78
-7.06667,-212,9.49577,1.58541,90,0,0,0,0,-53.6649,866.342,3066.99,3089.87,3121.62,3076.16,3108.05,3130.63
-7.05833,-211.75,9.50907,1.58953,90,0,0,0,0,-55.1408,876.078,3073.93,3097.39,3129.92,3083.33,3116.02,3139.16
-7.05,-211.5,9.5224,1.59367,90,0,0,0,0,-56.6291,885.362,3080.51,3104.55,3137.88,3090.15,3123.64,3147.34
-7.04167,-211.25,9.53577,1.59783,90,0,0,0,0,-58.1422,894.185,3086.73,3111.35,3145.5,3096.6,3130.91,3155.19
-7.03333,-211,9.54917,1.60192,90,0,0,0,0,-59.6738,902.541,3092.57,3117.79,3152.76,3102.68,3137.82,3162.68
-7.025,-210.75,9.56261,1.60606,90,0,0,0,0,-61.2241,910.424,3098.03,3123.86,3159.66,3108.38,3144.36,3169.82
